query,true_song,noise_level,predicted,ncd_value,compressor,correct,processing_time,top_5_matches
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.963110667996012,lzma,False,0.7316923141479492,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'DRAKE - NOKIA (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.1,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9651046859421735,lzma,False,0.7064034938812256,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'DRAKE - NOKIA (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.0,DRAKE - NOKIA (Official Music Video).freqs,0.9928320709403289,zstd,True,0.1790919303894043,"['DRAKE - NOKIA (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.02,DRAKE - NOKIA (Official Music Video).freqs,0.9932015518196934,zstd,True,0.1874239444732666,"['DRAKE - NOKIA (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.05,DRAKE - NOKIA (Official Music Video).freqs,0.992684278588583,zstd,True,0.1748335361480713,"['DRAKE - NOKIA (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
DRAKE - NOKIA (Official Music Video)_segment_01,DRAKE - NOKIA (Official Music Video),0.1,DRAKE - NOKIA (Official Music Video).freqs,0.9925734343247737,zstd,True,0.1953110694885254,"['DRAKE - NOKIA (Official Music Video).freqs', 'DRAKE - FAMILY MATTERS.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.0,Not Like Us.freqs,0.9840574305426067,gzip,True,0.13438892364501953,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'DRAKE - FAMILY MATTERS.freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.02,Not Like Us.freqs,0.9845235875442849,gzip,True,0.2876851558685303,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'DRAKE - FAMILY MATTERS.freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.05,Not Like Us.freqs,0.9845702032444528,gzip,True,0.33791208267211914,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'DRAKE - FAMILY MATTERS.freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.1,Not Like Us.freqs,0.9848498974454596,gzip,True,0.34157824516296387,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'DRAKE - FAMILY MATTERS.freqs', 'Eminem - Houdini [Official Music Video].freqs', 'Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.0,Not Like Us.freqs,0.9767626220086211,bzip2,True,0.21692848205566406,"['Not Like Us.freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Not Like Us_segment_01,Not Like Us,0.02,Not Like Us.freqs,0.9776049150274984,bzip2,True,0.4196457862854004,"['Not Like Us.freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Quavo, Lil Baby - Legends.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.05,Not Like Us.freqs,0.9766139820641133,bzip2,True,0.4378480911254883,"['Not Like Us.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Quavo, Lil Baby - Legends.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.1,Not Like Us.freqs,0.9760689689342515,bzip2,True,0.41590261459350586,"['Not Like Us.freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.0,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9531405782652044,lzma,False,0.5609996318817139,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.02,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9551345962113659,lzma,False,0.7442147731781006,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Not Like Us.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Mozart Requiem Sanctus.freqs']"
Not Like Us_segment_01,Not Like Us,0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9541375872382851,lzma,False,0.7603216171264648,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Not Like Us.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.1,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9551345962113659,lzma,False,0.7374553680419922,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Not Like Us.freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Mozart Requiem Sanctus.freqs']"
Not Like Us_segment_01,Not Like Us,0.0,Not Like Us.freqs,0.98206872184436,zstd,True,0.03772616386413574,"['Not Like Us.freqs', 'Hanumankind, Kalmi - Hanumankind Big Dawgs Prod. Kalmi (Official Music Video) Def Jam India.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Eminem - Houdini [Official Music Video].freqs']"
Not Like Us_segment_01,Not Like Us,0.02,Not Like Us.freqs,0.982112887554103,zstd,True,0.19176578521728516,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Hanumankind, Kalmi - Hanumankind Big Dawgs Prod. Kalmi (Official Music Video) Def Jam India.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Eminem - Houdini [Official Music Video].freqs']"
Not Like Us_segment_01,Not Like Us,0.05,Not Like Us.freqs,0.9824662132320466,zstd,True,0.18742775917053223,"['Not Like Us.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Hanumankind, Kalmi - Hanumankind Big Dawgs Prod. Kalmi (Official Music Video) Def Jam India.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
Not Like Us_segment_01,Not Like Us,0.1,Not Like Us.freqs,0.9848511615581662,zstd,True,0.18129873275756836,"['Not Like Us.freqs', 'Hanumankind, Kalmi - Hanumankind Big Dawgs Prod. Kalmi (Official Music Video) Def Jam India.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.0,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.1288619041442871,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.02,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.30739903450012207,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.05,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.3429255485534668,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.1,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.33960986137390137,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.0,Vangelis - Spiral (Audio).freqs,0.9908868108596854,bzip2,True,0.21522068977355957,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.02,Vangelis - Spiral (Audio).freqs,0.9916244319128179,bzip2,True,0.36403989791870117,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.05,Vangelis - Spiral (Audio).freqs,0.9917671972779404,bzip2,True,0.36693668365478516,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.1,Vangelis - Spiral (Audio).freqs,0.9934803816594094,bzip2,True,0.41846680641174316,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.0,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9641076769690927,lzma,False,0.5601608753204346,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.02,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9661016949152542,lzma,False,1.08650541305542,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.967098703888335,lzma,False,0.7355453968048096,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Vangelis - Spiral (Audio).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.1,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.963110667996012,lzma,False,0.7884368896484375,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Vangelis - Spiral (Audio).freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.0,Vangelis - Spiral (Audio).freqs,0.9890036335819469,zstd,True,0.03797626495361328,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.02,Vangelis - Spiral (Audio).freqs,0.9895056416140754,zstd,True,0.20524358749389648,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.05,Vangelis - Spiral (Audio).freqs,0.9924220692292981,zstd,True,0.2056105136871338,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_03,Vangelis - Spiral (Audio),0.1,Vangelis - Spiral (Audio).freqs,0.9961273666092944,zstd,True,0.19043397903442383,"['Vangelis - Spiral (Audio).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.0,Lil Tecca - Dark Thoughts (Official Video).freqs,0.979966743210072,gzip,True,0.13002634048461914,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.02,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9802042917095574,gzip,True,0.3109891414642334,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.05,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9798875603769103,gzip,True,0.3311483860015869,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.1,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9809169372080133,gzip,True,0.314424991607666,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.0,Lil Tecca - Dark Thoughts (Official Video).freqs,0.968442130556668,bzip2,True,0.22026658058166504,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Eminem - Houdini [Official Music Video].freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.02,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9685222266720064,bzip2,True,0.3955366611480713,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.05,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9701241489787745,bzip2,True,0.37696409225463867,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Eminem - Houdini [Official Music Video].freqs', 'Not Like Us.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.1,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9689227072486984,bzip2,True,0.4196946620941162,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.0,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9581256231306082,lzma,False,0.5768377780914307,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.02,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9581256231306082,lzma,False,0.6927063465118408,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9601196410767697,lzma,False,0.7356915473937988,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.1,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9636568002997378,lzma,True,0.7369694709777832,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs']"
Lil Tecca - Dark Thoughts (Official Video)_segment_03,Lil Tecca - Dark Thoughts (Official Video),0.0,Lil Tecca - Dark Thoughts (Official Video).freqs,0.9763264692619871,zstd,True,0.03943920135498047,"['Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
